,maker,specific_origin,reference_number,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin
1660,Theobroma,"Piura Select,Cacao Blanc",1684,2015,70.0,Japan,3.25,Blend,Peru
1661,Timo A. Meyer,"Belize,med roast",1836,2016,72.0,Germany,3.75,"Trinitario, TCGA",Belize
1662,To'ak (Ecuatoriana),Manabi,1418,2014,81.0,Ecuador,3.25,Forastero (Nacional),Ecuador
1663,Tobago Estate (Pralus),"Roxborough,Tobago",895,2012,70.0,France,4.0,Trinitario,Tobago
1664,Tocoti,"Wild Bolivian,Jungle Love",927,2012,77.0,U.S.A.,3.0,Criollo,Bolivia
1665,Tocoti,Venezuela,789,2011,72.0,U.S.A.,2.75,Blend,Venezuela
1666,Tocoti,Dominican Republic,789,2011,74.0,U.S.A.,3.0,Blend,Dominican Republic
1667,Treehouse,Conacado,1239,2014,72.0,U.S.A.,3.0,Blend,Dominican Republic
1668,Tsara (Cinagra),"Ambanja,Tsara Valley",753,2011,72.0,Madagascar,3.5,Blend,Madagascar
1669,twenty-four blackbirds,Oko Caribe,1700,2015,75.0,U.S.A.,2.75,Blend,Dominican Republic
1670,twenty-four blackbirds,"Cedeno,lot 271",1700,2015,75.0,U.S.A.,3.5,Blend,Ecuador
1671,twenty-four blackbirds,Madagascar,1235,2014,75.0,U.S.A.,3.5,Trinitario,Madagascar
1672,twenty-four blackbirds,Dominican Republic,1022,2013,68.0,U.S.A.,3.25,Blend,Dominican Republic
1673,twenty-four blackbirds,Palos Blancos,1026,2013,75.0,U.S.A.,2.5,Blend,Bolivia
1674,twenty-four blackbirds,Dominican Republic,753,2011,73.0,U.S.A.,2.75,Blend,Dominican Republic
1675,Two Ravens,Peru,1740,2016,60.0,U.S.A.,3.0,Criollo,Peru
1676,Un Dimanche A Paris,Dominican Republic,709,2011,63.0,France,3.75,Blend,Dominican Republic
1677,Undone,Matagalpa,1438,2014,74.0,U.S.A.,2.75,Blend,Nicaragua
1678,Undone,Nourish,1438,2014,70.0,U.S.A.,3.0,Blend,Dominican Republic
1679,Upchurch,"Madagascar,Sassy Bar",1752,2016,72.0,U.S.A.,3.0,Trinitario,Madagascar
1680,Upchurch,"Tanzania,Party Bar",1752,2016,72.0,U.S.A.,3.25,Blend,Tanzania
1681,Urzi,"Sur del Lago,Merida",1327,2014,65.0,Italy,3.25,Trinitario,Venezuela
1682,Valrhona,"Piura,Illanka,Quemazon",1510,2015,63.0,France,4.0,Blend,Peru
1683,Valrhona,"Andoa,Grand Cru blend",1145,2013,70.0,France,3.5,Blend,"Andoa,Grand Cru blend"
1684,Valrhona,"Loma Sotavento,2013",1153,2013,64.0,France,3.5,Blend,Dominican Republic
1685,Valrhona,"Otucan,Grand Cru",931,2012,69.0,France,4.0,Blend,Venezuela
1686,Valrhona,Caraque,709,2011,56.0,France,3.25,Blend,Caraque
1687,Valrhona,"Porcelana,Pedegral",757,2011,64.0,France,4.0,Criollo,Venezuela
1688,Valrhona,Tainori,327,2009,64.0,France,3.75,Blend,Dominican Republic
1689,Valrhona,Alpaco,370,2009,66.0,France,3.75,Blend,Ecuador
1690,Valrhona,Nyangbo,395,2009,68.0,France,3.5,Forastero,Ghana
1691,Valrhona,Araguani,117,2007,72.0,France,3.0,Blend,"Venezuela,Carribean"
1692,Valrhona,Chuao 2002 P,129,2007,65.0,France,3.75,Trinitario,Venezuela
1693,Valrhona,Manjari,129,2007,64.0,France,4.0,"Criollo, Trinitario",Madagascar
1694,Valrhona,Le Noir Extra Amer,147,2007,85.0,France,1.5,Blend,Le Noir Extra Amer
1695,Valrhona,Abinao,153,2007,85.0,France,2.5,Forastero,West Africa
1696,Valrhona,Le Noir Amer,157,2007,71.0,France,2.75,Forastero,West Africa
1697,Valrhona,"Porcelana,Maracaibo,Palmira P 2006",162,2007,64.0,France,3.25,Criollo (Porcelana),Venezuela
1698,Valrhona,Caraibe,63,2006,66.0,France,3.0,Trinitario,Carribean
1699,Valrhona,Guanaja,63,2006,70.0,France,4.0,"Criollo, Trinitario",South America
1700,Valrhona,Gran Couva 2005 P,75,2006,64.0,France,2.5,Trinitario,Trinidad
1701,Valrhona,"Porcelana,Maracaibo,Palmira P 2005",75,2006,64.0,France,3.0,Criollo (Porcelana),Venezuela
1702,Valrhona,"Sambirano,Ampamakia 2005,Millot P",75,2006,64.0,France,3.5,Trinitario,Madagascar
1703,Vanleer (Barry Callebaut),Manhattan,963,2012,72.0,U.S.A.,2.5,Forastero,Ghana
1704,Vanleer (Barry Callebaut),Napa,963,2012,65.0,U.S.A.,2.75,Forastero,Ghana
1705,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72.0,Madagascar,2.75,Trinitario,Madagascar
1706,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76.0,Madagascar,2.75,Trinitario,Madagascar
1707,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80.0,Madagascar,2.75,Trinitario,Madagascar
1708,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70.0,Madagascar,3.0,Trinitario,Madagascar
1709,Vao Vao (Chocolaterie Robert),"Madagascar w,nibs",404,2009,68.0,Madagascar,3.0,Trinitario,Madagascar
1710,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64.0,Madagascar,3.25,Trinitario,Madagascar
1711,Vicuna,Palos Blancos,1470,2015,70.0,U.S.A.,3.25,Blend,Bolivia
1712,Vicuna,Palos Blancos + nibs,1470,2015,70.0,U.S.A.,3.25,Blend,Bolivia
1713,Videri,Dominican Republic,1211,2014,90.0,U.S.A.,3.25,Blend,Dominican Republic
1714,Videri,Trinidad,1211,2014,75.0,U.S.A.,3.5,Trinitario,Trinidad
1715,Videri,Mindo,1227,2014,75.0,U.S.A.,3.5,Blend,Ecuador
1716,Videri,Dark,1117,2013,90.0,U.S.A.,3.75,Blend,"Central,South America"
1717,Videri,Classic,991,2012,70.0,U.S.A.,3.25,Blend,"Central,South America"
1718,Vietcacao (A. Morin),"Ben Tre,Mekong Delta,MoCay",951,2012,70.0,France,3.5,Trinitario,Vietnam
1719,Vintage Plantations,San Martin,1205,2014,75.0,U.S.A.,3.0,Blend,Peru
1720,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",153,2007,100.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
1721,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",153,2007,90.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
1722,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",153,2007,75.0,U.S.A.,3.0,Forastero (Arriba),Ecuador
1723,Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2007",153,2007,65.0,U.S.A.,3.0,Forastero (Arriba),Ecuador
1724,Violet Sky,Sambirano Valley,1458,2015,77.0,U.S.A.,2.75,Trinitario,Madagascar
1725,Violet Sky,Moho River Valley,1458,2015,77.0,U.S.A.,3.0,"Criollo, Trinitario",Belize
1726,Violet Sky,Cuyagua,1458,2015,77.0,U.S.A.,3.0,Criollo,Venezuela
1727,Violet Sky,Peru,1458,2015,77.0,U.S.A.,3.25,"Criollo, Trinitario",Peru
1728,Violet Sky,Cahabon,1502,2015,77.0,U.S.A.,2.75,Trinitario,Guatemala
1729,Vivra,Peru,1720,2016,70.0,U.S.A.,2.5,Blend,Peru
1730,Vivra,Ocumare,1720,2016,70.0,U.S.A.,2.5,Blend,Venezuela
1731,Vivra,Dominican Republic,1724,2016,70.0,U.S.A.,3.0,Blend,Dominican Republic
1732,Wellington Chocolate Factory,Conacado,1756,2016,70.0,New Zealand,3.5,Trinitario,Dominican Republic
1733,Wellington Chocolate Factory,"Piura Blanco,Norandino",1756,2016,70.0,New Zealand,3.5,Blend,Peru
1734,Whittakers,Ghana,733,2011,72.0,New Zealand,2.5,Forastero,Ghana
1735,Wilkie's Organic,Amazonas,1169,2013,75.0,Ireland,2.5,Criollo,Peru
1736,Wilkie's Organic,Amazonas,1169,2013,89.0,Ireland,2.75,Criollo,Peru
1737,Wilkie's Organic,Tumbes,1169,2013,75.0,Ireland,3.25,Criollo,Peru
1738,Wilkie's Organic,"Amazonas w,nibs",1173,2013,75.0,Ireland,2.75,Criollo,Peru
1739,Willie's Cacao,Los Llanos,1848,2016,70.0,England,4.0,Blend,Colombia
1740,Willie's Cacao,Los Llanos,1227,2014,88.0,England,3.0,Trinitario,Colombia
1741,Willie's Cacao,"Java,Indonesian Black",1109,2013,100.0,England,2.25,Blend,Indonesia
1742,Willie's Cacao,Sambirano,593,2010,71.0,England,3.0,Trinitario,Madagascar
1743,Willie's Cacao,Hacienda Las Trincheras,593,2010,72.0,England,3.5,Blend,Venezuela
1744,Willie's Cacao,Java,593,2010,69.0,England,3.75,Blend,Indonesia
1745,Willie's Cacao,San Martin,457,2009,70.0,England,3.0,Blend,Peru
1746,Willie's Cacao,Rio Caribe,457,2009,72.0,England,3.25,Trinitario,Venezuela
1747,Wm,"Guasare,Zulia Prov,2015,batch 124",1912,2016,74.0,U.S.A.,3.0,Criollo,Venezuela
1748,Wm,"Wild Beniano,2016,batch 128,Heirloom",1912,2016,76.0,U.S.A.,3.5,Blend,Bolivia
1749,Wm,"Ghana,2013,batch 129",1916,2016,75.0,U.S.A.,3.75,Blend,Ghana
1750,Woodblock,"Maranon,Cajamarca",1243,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru
1751,Woodblock,"Camino Verde P,Balao,Guayas",1042,2013,70.0,U.S.A.,3.25,Blend,Ecuador
1752,Woodblock,Gran Couva,1042,2013,70.0,U.S.A.,3.5,Trinitario,Trinidad
1753,Woodblock,Ecuador,825,2012,70.0,U.S.A.,2.5,Blend,Ecuador
1754,Woodblock,Costa Rica,825,2012,70.0,U.S.A.,3.0,Blend,Costa Rica
1755,Woodblock,Sambirano,951,2012,70.0,U.S.A.,3.25,Trinitario,Madagascar
1756,Woodblock,Ocumare,741,2011,70.0,U.S.A.,4.0,Blend,Venezuela
1757,Woodblock,La Red,769,2011,70.0,U.S.A.,3.5,Blend,Dominican Republic
1758,Xocolat,Hispaniola,1057,2013,66.0,Dominican Republic,3.0,Blend,Dominican Republic
1759,Xocolla,"Sambirano,batch 170102",1948,2017,70.0,U.S.A.,2.75,Blend,Madagascar
1760,Xocolla,"Hispaniola,batch 170104",1948,2017,70.0,U.S.A.,2.5,Blend,Dominican Republic
1761,Zak's,"Papua New Guinea,Batch 2",1574,2015,70.0,U.S.A.,3.0,Blend,Papua New Guinea
1762,Zak's,"Dominican Republic,Batch D2",1578,2015,70.0,U.S.A.,3.25,Blend,Dominican Republic
1763,Zak's,"Madagascar,Batch 2",1578,2015,70.0,U.S.A.,3.25,Trinitario,Madagascar
1764,Zak's,"Peru,Batch 1",1578,2015,70.0,U.S.A.,3.25,Blend,Peru
1765,Zak's,"Belize,Batch 2",1578,2015,70.0,U.S.A.,3.5,Trinitario,Belize
1766,Zak's,"House Blend,Batch 2",1582,2015,60.0,U.S.A.,3.0,Blend,"House Blend,Batch 2"
1767,Zart Pralinen,"Millot P,Ambanja",1820,2016,70.0,Austria,3.5,"Criollo, Trinitario",Madagascar
1768,Zart Pralinen,UNOCACE,1824,2016,70.0,Austria,2.75,Nacional (Arriba),Ecuador
1769,Zart Pralinen,San Juan Estate,1824,2016,85.0,Austria,2.75,Trinitario,Trinidad
1770,Zart Pralinen,"Kakao Kamili,Kilombero Valley",1824,2016,85.0,Austria,3.0,"Criollo, Trinitario",Tanzania
1771,Zart Pralinen,"Kakao Kamili,Kilombero Valley",1824,2016,70.0,Austria,3.5,"Criollo, Trinitario",Tanzania
1772,Zart Pralinen,"San Juan Estate,Gran Couva",1880,2016,78.0,Austria,3.5,Trinitario,Trinidad
1773,Zokoko,Guadalcanal,1716,2016,78.0,Australia,3.75,Blend,Solomon Islands
1774,Zokoko,Goddess Blend,1780,2016,65.0,Australia,3.25,Blend,Goddess Blend
1775,Zokoko,Alto Beni,697,2011,68.0,Australia,3.5,Blend,Bolivia
1776,Zokoko,Tokiala,701,2011,66.0,Australia,3.5,Trinitario,Papua New Guinea
1777,Zokoko,"Tranquilidad,Baures",701,2011,72.0,Australia,3.75,Blend,Bolivia
1778,Zotter,Raw,1205,2014,80.0,Austria,2.75,Blend,Raw
1779,Zotter,"Bocas del Toro,Cocabo Co,op",801,2012,72.0,Austria,3.5,Blend,Panama
1780,Zotter,Amazonas Frucht,801,2012,65.0,Austria,3.5,Blend,Amazonas Frucht
1781,Zotter,"Satipo Pangoa region,16hr conche",875,2012,70.0,Austria,3.0,Criollo (Amarru),Peru
1782,Zotter,"Satipo Pangoa region,20hr conche",875,2012,70.0,Austria,3.5,Criollo (Amarru),Peru
1783,Zotter,"Loma Los Pinos,Yacao region,Dominican Republic",875,2012,62.0,Austria,3.75,Blend,Dominican Republic
1784,Zotter,El Oro,879,2012,75.0,Austria,3.0,Forastero (Nacional),Ecuador
1785,Zotter,Huiwani Coop,879,2012,75.0,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
1786,Zotter,El Ceibo Coop,879,2012,90.0,Austria,3.25,Blend,Bolivia
1787,Zotter,Santo Domingo,879,2012,70.0,Austria,3.75,Blend,Dominican Republic
1788,Zotter,"Kongo,Highlands",883,2012,68.0,Austria,3.25,Forastero,Congo
1789,Zotter,"Indianer,Raw",883,2012,58.0,Austria,3.5,Blend,"Indianer,Raw"
1790,Zotter,Peru,647,2011,70.0,Austria,3.75,Blend,Peru
1791,Zotter,Congo,749,2011,65.0,Austria,3.0,Forastero,Congo
1792,Zotter,Kerala State,749,2011,65.0,Austria,3.5,Forastero,India
1793,Zotter,Kerala State,781,2011,62.0,Austria,3.25,Blend,India
1794,Zotter,"Brazil,Mitzi Blue",486,2010,65.0,Austria,3.0,Blend,Brazil
